Candle Time (Ghana),QQQ Score,QQQ Flow Z Change,QQQ Momentum Z Change,QQQ Volatility Z Change,QQQ Price,QQQ Flow Event,QQQ Ready,NQ Score,NQ Flow Z Change,NQ Momentum Z Change,NQ Volatility Z Change,NQ Price,NQ Flow Event,NQ Ready,Signal Time (Ghana),Confirmation Score,Signal,Reason,New Alert,Base Signal,QQQ Daily Z,QQQ Daily Momentum Z,QQQ Alert Time (Ghana),QQQ Daily Alert,NQ Daily Z,NQ Daily Momentum Z,NQ Alert Time (Ghana),NQ Daily Alert,VIX Daily Z,VIX Daily Momentum Z,VIX Alert Time (Ghana),VIX Daily Alert,Daily Alert Confirmation,Daily Alert Reason
2026-08-10 08:00:00+00:00,11.84166585378267,0.017125037087516226,0.3457211827399789,0.16822778665189042,725.95,Rise,True,-0.5876093891003964,-0.05505762609751219,0.10892937263043767,-0.19470050897957236,29971.5,Drop,True,2026-08-10 09:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 09:00:00+00:00,8.209969569321379,0.017602588603080394,0.2943753925092336,-0.12839324611049174,726.36,Rise,True,-19.0138614248828,-0.2521020559113969,-0.16961794736806612,-0.11567290601235158,29938.75,Drop,True,2026-08-10 10:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 10:00:00+00:00,-10.976582338271035,0.01810616547161148,-0.5262551945031112,-0.04853702666486903,725.75,Rise,True,46.441302853104425,1.0518580885033237,-0.020417188942953413,-0.0695775671317056,29912.25,Rise,True,2026-08-10 11:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 11:00:00+00:00,-2.3957791198879566,0.018637802326273434,-0.07432676135401162,0.11106530754420096,724.9499,Rise,True,-54.96566007517495,-1.0645129440443455,-0.24662129510729303,0.11240841281596525,29871.0,Drop,True,2026-08-10 12:00:00+00:00,-2.3957791198879566,WAIT,Scores below confirmation threshold,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 12:00:00+00:00,4.169081495807422,0.019199744133295615,0.16575579463284273,0.07273585457706555,722.7501,Rise,True,-58.81338274031969,-1.0147743938780704,-0.36938990376321645,0.26704968812388374,29777.0,Drop,True,2026-08-10 13:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 13:00:00+00:00,-3.4214659252901516,-0.010458481382026541,-0.11222801036955027,-0.03737780000872837,722.37,Drop,True,61.021144165791995,1.9459933431191136,-0.030956791108313286,0.2872788701920741,29806.75,Rise,True,2026-08-10 14:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 13:30:00+00:00,15.691853630875622,0.15889909835353722,0.10530044562563179,0.24580167079486714,723.6699829101562,Rise,True,,,,,,,,2026-08-10 14:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 14:00:00+00:00,,,,,,,,-64.60678378780145,-1.6390586944344387,-0.2190334349243543,0.24310645717289958,29779.25,Drop,True,2026-08-10 15:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 14:30:00+00:00,-24.665654324363985,-0.38917772894210545,-0.024019197465485087,0.12235504992957336,721.6900024414062,Drop,True,,,,,,,,2026-08-10 15:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 15:00:00+00:00,,,,,,,,50.58594557280664,1.0717383804958096,0.021290398757104145,0.17832313425049595,29844.0,Rise,True,2026-08-10 16:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 15:30:00+00:00,7.547942298101433,0.04170239416641086,0.17133318015765592,0.05374132591101355,722.47998046875,Rise,True,,,,,,,,2026-08-10 16:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 16:00:00+00:00,,,,,,,,-64.77538283928024,-1.7261824217602295,-0.19824639235902275,0.24243785762109682,29780.0,Drop,True,2026-08-10 17:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 16:30:00+00:00,-30.723079847194807,-0.5506620334860755,-0.026490443139249087,-0.021853474797969064,721.9400024414062,Drop,True,,,,,,,,2026-08-10 17:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 17:00:00+00:00,,,,,,,,-42.864391588333795,-0.8360980576253112,-0.07374070969832924,-0.0992134125605848,29759.75,Drop,True,2026-08-10 18:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 17:30:00+00:00,-23.59344105082766,-0.3655768933096136,-0.10382876805164049,-0.0861252186852921,720.9749755859375,Drop,True,,,,,,,,2026-08-10 18:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 18:00:00+00:00,,,,,,,,30.61231897793335,0.5459708501428633,0.030515763504597004,-0.22030398143577723,29782.0,Rise,True,2026-08-10 19:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 18:30:00+00:00,23.593602708225163,0.4181118847397044,-0.00506858783065034,-0.049821791888868816,721.7999877929688,Rise,True,,,,,,,,2026-08-10 19:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 19:00:00+00:00,,,,,,,,-48.84679865448276,-0.5372407701931852,-1.0345339054109164,-0.03930794860153941,29744.25,Drop,True,2026-08-10 20:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 19:30:00+00:00,-36.485337428500024,-0.5892609764792326,-0.1912378768822211,-0.0038302293089484962,720.8049926757812,Drop,True,,,,,,,,2026-08-10 20:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-10 20:00:00+00:00,6.709472418311899,0.11046244928560586,-0.025881374540718205,0.050405419694735665,721.3805,Rise,True,38.19341027593111,0.41259010650782435,0.6778641913007524,-0.2701126773396507,29764.25,Rise,True,2026-08-10 21:00:00+00:00,6.709472418311899,WAIT,Scores below confirmation threshold,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,1.016357555313777,1.1004508502214274,2026-08-10 21:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-10 21:00:00+00:00,-34.57170299714962,-0.3138887024999457,-0.053788840945714234,4.004939256098843,721.0142,Drop,True,,,,,,,,2026-08-10 22:00:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,1.016357555313777,1.1004508502214274,2026-08-10 21:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-10 22:00:00+00:00,-22.652018505875763,-0.40464516104824555,0.015320085234229869,-0.4391731409201245,720.59,Drop,True,-11.711870067827416,-0.059413204602552394,-0.33840270910469866,-0.051870004281648674,29732.5,Drop,True,2026-08-10 23:00:00+00:00,-11.711870067827416,WAIT,Base SELL blocked: No same-day alert available yet: QQQ,False,SELL,,,,,1.1695896576935272,1.5386985460322906,2026-08-10 00:00:00+00:00,POSITIVE Z-SCORE,1.016357555313777,1.1004508502214274,2026-08-10 21:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-10 23:00:00+00:00,-8.682627021146686,-0.06717450483262144,-0.18853072187870437,-0.38320021994916265,719.9628,Drop,True,-10.188196618745987,0.039312119988413885,-0.5517469630610244,-0.08968070582284837,29704.5,Rise,True,2026-08-11 00:00:00+00:00,-8.682627021146686,WAIT,Scores below confirmation threshold,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 00:00:00+00:00,,,,,,,,32.21546024296396,0.23865456576884836,0.589615241613598,0.34069888407037996,29785.0,Rise,True,2026-08-11 01:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 01:00:00+00:00,,,,,,,,7.254247753884119,0.1023076191065917,0.03835019479130891,0.011922762692403555,29818.25,Rise,True,2026-08-11 02:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 02:00:00+00:00,,,,,,,,2.1501992146710505,0.02055871188376379,0.036690465632546576,-0.26770305356378665,29818.25,Rise,True,2026-08-11 03:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 03:00:00+00:00,,,,,,,,-2.8675859519822864,0.15182040695227383,-0.5181856608621322,-0.2262060744040877,29834.0,Rise,True,2026-08-11 04:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 04:00:00+00:00,,,,,,,,-2.7813229104506023,-0.028676066782889698,-0.042474739107286275,-0.21654846173091324,29838.75,Drop,True,2026-08-11 05:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 05:00:00+00:00,,,,,,,,-15.852891726376091,-0.10397682745946069,-0.3688189600094114,0.05423388344910496,29793.25,Drop,True,2026-08-11 06:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 06:00:00+00:00,,,,,,,,-10.212558073889497,-0.03851861031085024,-0.1916151236840462,0.21456560028318927,29754.25,Drop,True,2026-08-11 07:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 07:00:00+00:00,,,,,,,,15.476943096063984,0.15667572603082713,0.25126013164035843,-0.05608339014205943,29774.75,Rise,True,2026-08-11 08:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,,,,,WAIT,No same-day alert available yet: QQQ VIX
2026-08-11 08:00:00+00:00,-2.4433888309047065,-0.07732296630589619,0.08769471891996211,-0.15092939413113338,720.89,Drop,True,-12.400350459104697,0.06130023471877011,-0.6217971615089075,0.15211671230281798,29749.5,Rise,True,2026-08-11 09:00:00+00:00,-2.4433888309047065,WAIT,Scores below confirmation threshold,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 09:00:00+00:00,-7.645491467435431,-0.09084213100714689,-0.08862762151386824,-0.34234159212830906,721.3465,Drop,True,16.755730586497986,0.21822645203912105,0.1466120711222827,0.015124243995792375,29768.75,Rise,True,2026-08-11 10:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 10:00:00+00:00,-5.490193898652073,-0.10956318414422339,0.04232199879321828,-0.238583907213324,722.81,Drop,True,-40.697752000211466,-1.182837290202237,0.30222198671478084,0.11174823324624872,29818.0,Drop,True,2026-08-11 11:00:00+00:00,-5.490193898652073,WAIT,Scores below confirmation threshold,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 11:00:00+00:00,-13.104729365101338,-0.13684587340621768,-0.20043567267596957,-0.09417046267129592,723.12,Drop,True,56.42695301847219,1.4056939119207688,0.09305479813965678,0.06092204743749252,29832.0,Rise,True,2026-08-11 12:00:00+00:00,0.0,CONFLICT,Opposing demand/supply scores,False,CONFLICT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 12:00:00+00:00,-2.240609348156171,-0.17950520289021688,0.3502753932445473,-0.24045936923447186,723.04,Drop,True,-49.35583839118724,-0.9487919103064204,-0.20280340131945018,-0.07183131565691214,29833.75,Drop,True,2026-08-11 13:00:00+00:00,-2.240609348156171,WAIT,Scores below confirmation threshold,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 13:00:00+00:00,-4.988990802103277,-0.035475384323269576,-0.11495815082538617,-0.09913945949519531,723.28,Drop,True,-52.83532583683584,-0.6366586552894882,-0.3663296540493639,0.8427175843978613,29732.75,Drop,True,2026-08-11 14:00:00+00:00,-4.988990802103277,WAIT,Scores below confirmation threshold,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 13:30:00+00:00,-43.12247067632497,-0.7997666782677662,-0.09113349514679595,0.06783996311546575,721.8300170898438,Drop,True,,,,,,,,2026-08-11 14:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 14:00:00+00:00,,,,,,,,59.87536852283616,1.906270203597077,0.0857507783262772,0.022041939892878393,29777.0,Rise,True,2026-08-11 15:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 14:30:00+00:00,-27.253318241982072,-0.1971977611395883,-0.7297279660181453,-0.12033583216606264,719.989990234375,Drop,True,,,,,,,,2026-08-11 15:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 15:00:00+00:00,,,,,,,,-66.43540168932121,-1.1992221526882332,-0.5407855476088912,0.2798008199967771,29663.25,Drop,True,2026-08-11 16:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,,,,,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,WAIT,No same-day alert available yet: QQQ
2026-08-11 15:30:00+00:00,-7.113577480554245,0.01566900646858116,-0.3340393592122771,-0.13169732188459798,718.6300048828125,Rise,True,,,,,,,,2026-08-11 16:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
2026-08-11 16:00:00+00:00,,,,,,,,7.282468983394525,0.062258198648164065,0.1430394625827529,-0.09545953756214705,29626.0,Rise,True,2026-08-11 17:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
2026-08-11 16:30:00+00:00,-46.64424452621644,-0.872323513900279,-0.18161400587259147,-0.13451094630622282,717.6599731445312,Drop,True,,,,,,,,2026-08-11 17:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
2026-08-11 17:00:00+00:00,,,,,,,,24.077890778702464,0.3046353946225441,0.25946847573111054,-0.07154891844865832,29628.75,Rise,True,2026-08-11 18:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
2026-08-11 17:30:00+00:00,16.48999429461536,0.37914354313266063,-0.21224309753769943,-0.08863561359565866,716.1799926757812,Rise,True,,,,,,,,2026-08-11 18:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
2026-08-11 18:00:00+00:00,,,,,,,,-24.76174561399371,-0.4395913033659694,0.08771012687490631,0.1443650266786527,29582.75,Drop,True,2026-08-11 19:00:00+00:00,,WAIT,No matching QQQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
2026-08-11 18:30:00+00:00,33.03116848636284,0.4556252953646185,0.30690398163513133,-0.1356956295436209,718.0650024414062,Rise,True,,,,,,,,2026-08-11 19:30:00+00:00,,WAIT,No matching NQ candle,False,WAIT,-2.2950535290756324,-1.0358408654879403,2026-08-11 16:30:00+00:00,NEGATIVE Z-SCORE,-1.5986040191710507,-1.0146245798728328,2026-08-11 00:00:00+00:00,NEGATIVE Z-SCORE,1.048315112891748,1.4392650295518252,2026-08-11 09:00:00+00:00,POSITIVE Z-SCORE,SELL,Negative QQQ/NQ and positive VIX daily alerts
